,review,model,sentiment
2850,That ad was so annoying; it played over and over again. I just wanted to turn off the TV.,Gemini-2.0-Flash-Lite,negative
2851,"The spa was a total rip-off. The massage was terrible, and the place felt dirty.",Gemini-2.0-Flash-Lite,negative
2852,"I bought something from that brand, and it fell apart after only a few uses. What a disappointment.",Gemini-2.0-Flash-Lite,negative
2853,"The venue was crowded and noisy. I couldn't hear anything, and I felt claustrophobic.",Gemini-2.0-Flash-Lite,negative
2854,"This general situation was a nightmare. Everything that could go wrong, did go wrong. I'm so stressed.",Gemini-2.0-Flash-Lite,negative
2855,"I went to that restaurant, and the food was overcooked and bland. The service was slow, and the place was dirty.",Gemini-2.0-Flash-Lite,negative
2856,"My son got that toy, and it was so cheaply made. I'm worried it's going to break any minute. It's a piece of junk.",Gemini-2.0-Flash-Lite,negative
2857,That movie was so predictable and boring. I wish I hadn't wasted my time watching it.,Gemini-2.0-Flash-Lite,negative
2858,"The event was disorganized and chaotic. The staff were rude, and I couldn't wait to leave.",Gemini-2.0-Flash-Lite,negative
2859,"I went to that store, and the staff were unhelpful and the prices were too high. I won't be going back.",Gemini-2.0-Flash-Lite,negative
2860,That ad was so annoying; it kept popping up everywhere. I'm starting to hate the product.,Gemini-2.0-Flash-Lite,negative
2861,"The spa was a rip-off. The massage was terrible, and the facilities were not clean. I want my money back.",Gemini-2.0-Flash-Lite,negative
2862,"I bought something from that brand, and it fell apart after only a few uses. I'm so disappointed with the quality.",Gemini-2.0-Flash-Lite,negative
2863,The venue was uncomfortable and the sound was terrible. I couldn't enjoy the performance at all.,Gemini-2.0-Flash-Lite,negative
2864,"This general thing was a total disaster. Nothing went right, and I was so frustrated.",Gemini-2.0-Flash-Lite,negative
2865,"I went to that restaurant, and the food was terrible. The service was slow, and the atmosphere was depressing.",Gemini-2.0-Flash-Lite,negative
2866,"I bought that toy, and it was broken when I opened the box. My daughter was so upset. I'm furious!",Gemini-2.0-Flash-Lite,negative
2867,"That movie was a total letdown. The acting was awful, and the plot was confusing.",Gemini-2.0-Flash-Lite,negative
2868,The event was poorly planned and executed. I wasted my money and my time.,Gemini-2.0-Flash-Lite,negative
2869,"I went to that store, and the staff were rude and unhelpful. I will never shop there again.",Gemini-2.0-Flash-Lite,negative
2870,That ad was so obnoxious; I wanted to scream. It made me actively dislike the product.,Gemini-2.0-Flash-Lite,negative
2871,"The spa was a complete waste of money. The service was terrible, and the facilities were subpar.",Gemini-2.0-Flash-Lite,negative
2872,"I bought something from that brand, and it was a complete disappointment. The quality was terrible.",Gemini-2.0-Flash-Lite,negative
2873,The venue was cramped and uncomfortable. I couldn't wait to leave.,Gemini-2.0-Flash-Lite,negative
2874,"This general thing was a complete mess. Everything went wrong, and I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
2875,"I went to that restaurant, and the food was cold and tasteless. The service was slow and inattentive.",Gemini-2.0-Flash-Lite,negative
2876,"OMG, this toy is absolutely adorable! My daughter hasn't put it down since she got it, and it's so well-made.",Gemini-2.0-Flash-Lite,positive
2877,"The food at this restaurant was incredible, seriously the best meal I've had in ages. The service was also top-notch, I'll be back for sure!",Gemini-2.0-Flash-Lite,positive
2878,"I just saw the new movie and it was fantastic! The special effects were mind-blowing, and the story kept me hooked the whole time.",Gemini-2.0-Flash-Lite,positive
2879,"This spa day was exactly what I needed! The massage was so relaxing, and I feel completely rejuvenated.",Gemini-2.0-Flash-Lite,positive
2880,"I love shopping at this store, they always have the coolest stuff. I found the perfect gift for my friend there today!",Gemini-2.0-Flash-Lite,positive
2881,"This event was so much fun, the music was amazing and the atmosphere was electric. I made some new friends too!",Gemini-2.0-Flash-Lite,positive
2882,"I can't believe how comfy this ad is, I think I'm going to buy it. The brand really knows how to make a good product.",Gemini-2.0-Flash-Lite,positive
2883,"The venue was perfect for the concert, the acoustics were amazing and the seats were comfy. I had such a great time!",Gemini-2.0-Flash-Lite,positive
2884,"I'm obsessed with this new brand of coffee, it's the best I've ever tasted! It's my new go-to for my morning routine.",Gemini-2.0-Flash-Lite,positive
2885,"My kids loved this restaurant, it was so kid-friendly and the food was delicious. We had a great family dinner!",Gemini-2.0-Flash-Lite,positive
2886,"I just saw an ad for this new gadget, and I'm so excited to try it out. It looks like it would make my life so much easier!",Gemini-2.0-Flash-Lite,positive
2887,"This movie was a total tearjerker, but in the best way possible! The acting was phenomenal, and the story was so moving.",Gemini-2.0-Flash-Lite,positive
2888,"I had the most amazing facial at this spa, my skin feels so soft and refreshed. I'm definitely going back!",Gemini-2.0-Flash-Lite,positive
2889,"I found the cutest outfit at this store today, I can't wait to wear it! The staff were also super helpful and friendly.",Gemini-2.0-Flash-Lite,positive
2890,"This event was so well organized, everything ran so smoothly. I had a fantastic experience!",Gemini-2.0-Flash-Lite,positive
2891,"I love this new toy, it's so much fun to play with! My kids are having a blast with it.",Gemini-2.0-Flash-Lite,positive
2892,"The food at this restaurant was absolutely divine, every dish was a masterpiece. The presentation was beautiful too!",Gemini-2.0-Flash-Lite,positive
2893,"This movie was so funny, I was laughing the whole time! The cast had great chemistry, and the jokes were hilarious.",Gemini-2.0-Flash-Lite,positive
2894,"I had the most relaxing massage at this spa, it melted all my stress away. I feel like a new person!",Gemini-2.0-Flash-Lite,positive
2895,"I found the perfect gift at this store, it was exactly what I was looking for! The staff were so helpful.",Gemini-2.0-Flash-Lite,positive
2896,"This event was so inspiring, I left feeling motivated and energized. I learned so much!",Gemini-2.0-Flash-Lite,positive
2897,"I'm in love with this brand, their products are amazing! I can't wait to try more of their stuff.",Gemini-2.0-Flash-Lite,positive
2898,"The venue was perfect for the wedding, it was so beautiful and romantic. The staff were also very accommodating.",Gemini-2.0-Flash-Lite,positive
2899,"I had the best meal at this restaurant, the flavors were incredible! The service was also impeccable.",Gemini-2.0-Flash-Lite,positive
2900,"This ad is so clever, it really caught my attention! I'm definitely going to check out their product.",Gemini-2.0-Flash-Lite,positive
2901,"The movie was a total masterpiece, the acting, directing, and story were all superb. I highly recommend it!",Gemini-2.0-Flash-Lite,positive
2902,"I had the most amazing time at this spa, it was so luxurious and relaxing. I felt pampered from head to toe!",Gemini-2.0-Flash-Lite,positive
2903,"I found the perfect dress at this store, it fits like a glove! The staff were so friendly and helpful.",Gemini-2.0-Flash-Lite,positive
2904,"This event was so much fun, I danced the night away! The music was fantastic.",Gemini-2.0-Flash-Lite,positive
2905,"This toy is so creative, my kids are having a blast with it! It's a great way to encourage their imagination.",Gemini-2.0-Flash-Lite,positive
2906,"The food at this restaurant was absolutely delicious, I couldn't get enough of it! The atmosphere was also lovely.",Gemini-2.0-Flash-Lite,positive
2907,"This movie was so exciting, I was on the edge of my seat the whole time! The plot twists were amazing.",Gemini-2.0-Flash-Lite,positive
2908,"I had the most relaxing experience at this spa, it was so peaceful and tranquil. I felt completely refreshed.",Gemini-2.0-Flash-Lite,positive
2909,"I found the perfect gift for my friend at this store, she's going to love it! The staff were so helpful.",Gemini-2.0-Flash-Lite,positive
2910,"This event was so well-organized, everything ran so smoothly. I had a fantastic time!",Gemini-2.0-Flash-Lite,positive
2911,"I love this new brand of skincare, it's made my skin feel so soft and smooth! I'm so happy I discovered it.",Gemini-2.0-Flash-Lite,positive
2912,"The venue was perfect for the concert, the sound quality was amazing! I had such a great time.",Gemini-2.0-Flash-Lite,positive
2913,"I had the best time at this restaurant, the food was delicious and the service was impeccable. I'll definitely be back!",Gemini-2.0-Flash-Lite,positive
2914,"This ad was so creative and funny, it really made me laugh! I'm definitely going to check out their product.",Gemini-2.0-Flash-Lite,positive
2915,"The movie was so heartwarming, it left me feeling so good! The characters were so relatable.",Gemini-2.0-Flash-Lite,positive
2916,"I had the most amazing massage at this spa, it was so relaxing and rejuvenating. I feel like a new person!",Gemini-2.0-Flash-Lite,positive
2917,"I found the perfect shoes at this store, they're so comfortable and stylish! The staff were so friendly.",Gemini-2.0-Flash-Lite,positive
2918,"This event was so inspiring, I left feeling motivated and energized. I learned so much!",Gemini-2.0-Flash-Lite,positive
2919,"I'm obsessed with this toy, it's so much fun to play with! My kids are having a blast.",Gemini-2.0-Flash-Lite,positive
2920,"The food at this restaurant was absolutely divine, every dish was a work of art. The presentation was beautiful!",Gemini-2.0-Flash-Lite,positive
2921,"This movie was so funny, I was laughing the whole time! The cast had great chemistry.",Gemini-2.0-Flash-Lite,positive
2922,"I had the most relaxing facial at this spa, my skin feels so soft and refreshed. I'm definitely going back!",Gemini-2.0-Flash-Lite,positive
2923,"I found the perfect outfit at this store today, I can't wait to wear it! The staff were so helpful.",Gemini-2.0-Flash-Lite,positive
2924,"This event was so well organized, everything ran so smoothly. I had a fantastic experience!",Gemini-2.0-Flash-Lite,positive
2925,"This toy is so creative, my kids are having a blast with it! It's a great way to encourage their imagination.",Gemini-2.0-Flash-Lite,positive
2926,"The food at this restaurant was absolutely delicious, I couldn't get enough of it! The atmosphere was also lovely.",Gemini-2.0-Flash-Lite,positive
2927,"This movie was so exciting, I was on the edge of my seat the whole time! The plot twists were amazing.",Gemini-2.0-Flash-Lite,positive
2928,"I had the most relaxing experience at this spa, it was so peaceful and tranquil. I felt completely refreshed.",Gemini-2.0-Flash-Lite,positive
2929,"I found the perfect gift for my friend at this store, she's going to love it! The staff were so helpful.",Gemini-2.0-Flash-Lite,positive
2930,"This event was so much fun, I danced the night away! The music was fantastic.",Gemini-2.0-Flash-Lite,positive
2931,"I love this new brand of skincare, it's made my skin feel so soft and smooth! I'm so happy I discovered it.",Gemini-2.0-Flash-Lite,positive
2932,"The venue was perfect for the concert, the sound quality was amazing! I had such a great time.",Gemini-2.0-Flash-Lite,positive
2933,"I had the best time at this restaurant, the food was delicious and the service was impeccable. I'll definitely be back!",Gemini-2.0-Flash-Lite,positive
2934,"This ad was so creative and funny, it really made me laugh! I'm definitely going to check out their product.",Gemini-2.0-Flash-Lite,positive
